MId,Home_Team,Home_Team_Goals,Away_Team_Goals,Away_Team,Home_Poss,Away_Poss,Home_ShotsT,Away_ShotsT,Home_Shots,Away_Shots,Home_Touches,Away_Touches,Home_Passes,Away_Passes,Home_Tackles,Away_Tackles,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Offsides,Away_Offsides,HTP,HTR,HTAR,HTMR,HTDR,ATP,ATR,ATAR,ATMR,ATDR
9679,Spurs,1,0,Southampton,46.2,53.8,4,3,9,7,599,665,360,438,20,33,33,33,10,5,6,2,14,857.235,153.56,313.031,390.644,12,846,88.856,375.144,382
9678,Man Utd,2,1,Everton,48.7,51.3,4,6,15,10,646,664,442,475,15,13,31,32,11,6,1,3,14,870.744,337.22,158.634,374.89,14,846.914,156,285.17,405.744
9671,Aston Villa,0,2,Man City,32.2,67.8,1,7,6,27,574,965,363,777,24,16,37,6,0,7,1,3,14,810.521,75.576,353.964,380.981,14,900.837,227.184,264.653,409
9672,Hull,2,0,Crystal Palace,59.1,40.9,2,2,15,11,743,549,519,351,21,20,51,26,6,7,0,0,14,800.061,146.624,293,360.437,14,805.799,87.207,352.794,365.798
9673,Leicester,2,2,Burnley,53.5,46.5,6,4,15,10,674,587,426,367,14,22,41,39,9,3,1,1,14,768.533,142.4,274.133,352,14,776.134,155.896,193.458,426.78
9674,Liverpool,2,1,West Brom,54.3,45.7,7,4,19,8,690,574,452,371,16,28,33,26,5,5,3,2,14,849.389,368.462,171.193,309.734,14,806.422,150,228.67,427.752
9675,Sunderland,3,1,Stoke,39.5,60.5,3,5,8,11,482,652,285,458,28,20,18,25,7,4,3,2,14,798.141,148,289.141,361,14,820.312,211.652,232.66,376
9676,Swansea,2,2,Newcastle,62.9,37.1,5,4,11,9,823,529,627,347,14,25,26,12,3,1,3,3,13,821.692,158.604,297.088,366,14,817.407,170.552,273.855,373
9670,Stoke,1,0,Newcastle,44.1,55.9,3,1,12,16,567,641,344,422,22,21,39,22,2,10,4,0,14,831.309,205.202,250.107,376,14,825.078,151.5,300.578,373
9669,West Brom,4,0,Burnley,62.7,37.3,6,2,20,10,817,538,619,359,10,8,25,49,10,2,2,2,14,802.953,136.294,232.737,433.922,14,767.268,103.268,272,392
9661,Arsenal,1,1,Spurs,68.6,31.4,6,4,16,6,849,490,618,279,17,23,11,44,15,5,3,2,14,874.944,206.5,277.444,391,14,854.345,134.498,329.925,389.922
9662,Chelsea,3,0,Aston Villa,62.5,37.5,8,1,17,7,857,559,701,416,5,10,23,27,9,2,5,0,14,915.928,156.404,327.76,431.764,13,808.466,128.991,313.475,366
9663,Crystal Palace,2,0,Leicester,39.6,60.4,6,1,16,7,492,651,290,457,16,20,28,33,6,6,1,0,13,811.682,70.945,369.737,371,14,780.477,214,213.899,352.578
9664,Hull,2,4,Man City,40.3,59.7,5,6,10,20,618,870,434,664,20,11,29,22,3,8,0,0,14,800.956,146.712,297.782,356.462,14,899.336,228.029,256.8,414.507
9666,Man Utd,2,1,West Ham,57.4,42.6,3,4,8,13,709,546,504,351,20,10,51,24,7,10,2,4,14,874.513,318.092,178.75,377.671,14,807.161,258.387,182.496,366.278
9667,Southampton,2,1,QPR,55.4,44.6,9,2,19,10,675,590,483,401,20,13,16,35,6,3,4,1,14,847.159,95.544,368.944,382.671,14,814.112,87.08,357.032,370
9668,Sunderland,0,0,Swansea,49.5,50.5,3,1,15,7,552,585,377,394,16,18,13,33,10,1,2,2,14,800.04,72.532,366.508,361,14,827.222,148.814,297.534,380.874
9665,Liverpool,1,1,Everton,46.4,53.6,8,5,24,11,627,703,418,499,27,20,24,22,8,2,2,2,13,848.244,330.218,210.026,308,14,850.322,156,309.023,385.299
9657,Everton,2,3,Crystal Palace,75.4,24.6,6,3,17,10,959,435,760,234,18,19,35,37,7,1,2,1,14,841.445,101.964,375.248,364.233,14,809.334,66.92,366.123,376.291
9659,Man City,1,1,Chelsea,58.5,41.5,4,2,16,6,761,611,562,409,32,21,15,38,14,2,1,1,14,907.585,238.574,252.847,416.164,14,914.8,85,393.5,436.3
9658,Leicester,5,3,Man Utd,42.6,57.4,5,5,15,16,600,762,389,528,16,18,33,44,2,4,4,4,14,779.376,198.223,229.153,352,14,881.8,324.8,173,384
9660,Spurs,0,1,West Brom,61.8,38.2,1,4,7,10,722,512,512,320,13,17,26,35,9,7,0,2,14,857.644,210.876,261.768,385,12,804.792,150.792,220,434
9656,West Ham,3,1,Liverpool,37.6,62.4,7,5,13,11,480,669,276,469,15,18,34,37,7,5,1,0,14,815.001,211.3,225.835,377.866,14,851.983,338.167,197.5,316.316
9651,Aston Villa,0,3,Arsenal,29.1,70.9,2,3,6,9,476,995,314,815,13,14,16,17,5,5,1,2,14,813.924,109.5,332.3,372.124,14,876.074,249.266,228.493,398.315
9652,Burnley,0,0,Sunderland,44.3,55.7,6,6,16,14,557,680,370,482,19,11,20,37,5,1,2,1,14,773.882,136.2,279.912,357.77,14,810.696,72,355.008,383.688
9653,Newcastle,2,2,Hull,63,37,7,3,25,10,779,550,577,342,14,16,19,52,4,2,1,5,14,827.408,150.968,303.44,373,14,800.878,137.944,369,293.934
9655,Swansea,0,1,Southampton,44,56,2,4,5,11,604,698,418,529,6,16,42,13,2,4,0,2,13,831.408,162.864,293.544,375,14,841.466,209.758,254.708,377
9654,QPR,2,2,Stoke,52.5,47.5,5,4,21,8,628,572,404,375,19,29,33,38,10,1,0,1,14,814.536,92.54,351.996,370,13,833.688,233,223.688,377
9650,Hull,2,2,West Ham,40.9,59.1,6,5,11,17,579,703,332,478,34,16,50,25,3,10,1,1,14,802.712,146.488,362.224,294,14,813.499,272.988,174.355,366.156
9649,Man Utd,4,0,QPR,68.5,31.5,9,2,18,9,976,515,825,364,18,11,12,21,3,1,0,2,14,883.39,333.691,185.155,364.544,14,813.732,50.512,395.72,367.5
9644,Liverpool,0,1,Aston Villa,74.7,25.3,1,1,18,5,923,424,741,243,12,13,25,45,7,6,3,1,14,847.523,319.981,219.542,308,14,809.058,131.4,311.658,366
9642,Chelsea,4,2,Swansea,55.2,44.8,9,2,30,12,768,668,573,455,17,18,11,40,7,4,0,0,14,915.843,168,288.935,458.908,14,827.891,155.624,297.267,375
9643,Crystal Palace,0,0,Burnley,44.8,55.2,3,3,16,11,558,608,327,407,21,12,41,32,5,6,0,1,14,806.032,118.293,296.233,391.506,12,775.736,138.736,280,357
9645,Southampton,4,0,Newcastle,50.3,49.7,7,4,10,9,731,756,552,544,29,14,19,16,5,5,3,0,14,846.442,133.944,329.684,382.814,14,824.503,165.162,284.341,375
9646,Stoke,0,1,Leicester,59,41,6,1,27,8,684,551,440,327,14,22,21,47,16,3,0,0,14,831.509,240.806,213.77,376.933,14,764.624,154.92,266.704,343
9647,Sunderland,2,2,Spurs,38,62,1,6,7,16,562,807,350,593,29,30,22,18,6,5,1,1,14,812.389,72,375.389,365,14,856.602,156.392,315.21,385
9648,West Brom,0,2,Everton,45.5,54.5,3,5,13,12,623,757,431,550,20,14,10,43,9,1,1,3,14,798.524,131.35,219.556,447.618,13,866.914,136.48,335.434,395
9641,Arsenal,2,2,Man City,45.4,54.6,6,8,15,15,727,801,462,560,31,37,26,29,0,3,2,2,14,886.069,162.284,325.585,398.2,14,894.044,172.976,300.836,420.232
9639,Leicester,1,1,Arsenal,31.7,68.3,3,6,9,24,518,911,307,690,27,18,32,31,5,10,3,3,14,768.889,149.028,267.861,352,14,870.866,217.824,253.232,399.81
9638,Aston Villa,2,1,Hull,44.8,55.2,4,3,11,9,604,737,449,543,12,13,25,37,3,7,1,2,14,815.3,141.912,299.388,374,14,786.124,87.981,299.232,398.911
9640,Spurs,0,3,Liverpool,60.4,39.6,1,8,7,17,773,581,559,370,17,28,16,45,7,3,3,1,14,856.768,131.792,334.176,390.8,14,846.17,276.72,234.644,334.806
9632,Everton,3,6,Chelsea,61.5,38.5,6,8,16,12,793,542,551,355,16,30,22,31,8,2,8,1,13,864.483,155.12,313.363,396,14,914.786,85.935,410.533,418.318
9633,Man City,0,1,Stoke,72.2,27.8,2,2,16,7,850,458,668,240,14,24,14,36,11,4,1,2,14,908.434,255.6,247.834,405,14,831.167,233,213.175,384.992
9634,Newcastle,3,3,Crystal Palace,64.3,35.7,4,7,18,12,693,477,477,268,18,20,15,48,11,4,0,2,14,824.988,225.512,233.748,365.728,14,809.244,133.666,234.578,441
9635,QPR,1,0,Sunderland,39.7,60.3,5,6,18,16,530,720,328,510,23,21,32,25,4,6,0,0,14,804.993,76.227,358.384,370.382,14,811.602,130.292,316.31,365
9636,Swansea,3,0,West Brom,55.9,44.1,8,2,15,16,770,610,573,441,16,21,29,8,0,7,2,1,14,830.308,158.376,296.932,375,14,803.3,186.5,223,393.8
9637,West Ham,1,3,Southampton,36.4,63.6,2,8,4,18,533,776,337,576,24,24,37,25,2,9,2,2,14,813.009,241.964,248.988,322.057,13,836.417,191.094,253.036,392.287
9631,Burnley,0,0,Man Utd,36,64,3,2,9,7,519,761,313,553,19,21,35,30,3,6,2,1,13,778.468,142.468,277.46,358.54,14,873.907,318.002,234.475,321.43
9630,Man City,3,1,Liverpool,52.9,47.1,4,3,9,11,746,686,586,508,16,17,25,20,6,7,1,1,14,906.308,218.799,278.509,409,14,853.679,280.206,247.282,326.191
9628,Sunderland,1,1,Man Utd,44.7,55.3,3,3,11,10,618,719,431,544,17,23,22,24,4,4,1,1,14,802.834,137.056,290.266,375.512,14,863.09,253.9,307.3,301.89
9627,Hull,1,1,Stoke,42.7,57.3,2,3,9,19,576,722,378,501,19,16,39,47,4,5,0,2,14,785.334,65.7,296.256,423.378,14,835.775,230.084,228.691,377
9629,Spurs,4,0,QPR,65.5,34.5,5,1,18,9,879,549,686,347,24,24,15,22,7,6,1,4,14,860.064,178.285,290.779,391,14,811.656,12.46,354.696,444.5
9624,Everton,2,2,Arsenal,45.8,54.2,2,3,8,13,627,725,445,527,19,15,33,28,3,3,2,0,14,866.686,143.52,327.166,396,14,873.144,141.13,330.198,401.816
9622,Chelsea,2,0,Leicester,63.3,36.7,10,4,27,6,777,498,530,295,23,28,42,26,8,7,2,2,14,917.556,150.352,297.613,469.591,14,769.11,143.732,259.581,365.797
9623,Crystal Palace,1,3,West Ham,45.9,54.1,4,8,9,17,596,676,378,454,29,23,23,36,6,9,1,3,14,806.199,219.971,150,436.228,14,813.955,289.316,228.639,296
9625,Southampton,0,0,West Brom,57.6,42.4,2,2,9,8,694,557,507,368,22,19,13,17,1,5,1,1,13,840.266,179.158,285.108,376,14,799.645,146.31,223,430.335
9626,Swansea,1,0,Burnley,55.4,44.6,5,1,10,12,757,637,558,445,16,19,39,23,2,3,3,1,14,831.148,157.844,297.534,375.77,14,779.415,143.815,278.6,357
9621,Aston Villa,0,0,Newcastle,40.4,59.6,0,4,10,11,524,708,348,535,17,12,29,23,7,7,4,0,14,815.6,146,295.778,373.822,14,823.635,166.238,283.572,373.825
9620,Burnley,1,3,Chelsea,38.6,61.4,2,3,9,11,589,862,413,668,12,19,21,29,4,3,3,1,14,778.732,142.51,279.222,357,14,917.398,167.219,267.952,482.227
9619,Newcastle,0,2,Man City,44.2,55.8,0,5,12,13,669,772,460,593,23,29,21,32,3,3,0,0,14,819.388,149.078,297.31,373,14,901.647,236.003,261.644,404
9618,Liverpool,2,1,Southampton,56.1,43.9,5,6,12,12,849,662,601,450,16,35,50,14,2,6,2,2,13,847.164,307.064,157.1,383,13,837.953,164.528,291.996,381.429
9611,Arsenal,2,1,Crystal Palace,76.9,23.1,6,2,14,4,975,444,730,222,26,33,30,40,9,3,0,1,14,872.722,157.421,326.301,389,14,812.369,145.056,296,371.313
9612,Leicester,2,2,Everton,36.5,63.5,3,3,11,13,531,784,344,605,13,19,37,28,3,6,0,0,14,772.044,143.468,276.576,352,13,862.312,156,310.832,395.48
9614,QPR,0,1,Hull,51,49,6,4,19,11,598,600,383,382,14,17,40,56,8,9,0,2,14,811.869,86.31,311.102,414.457,14,787.987,73,297.45,417.537
9615,Stoke,0,1,Aston Villa,63.1,36.9,2,1,12,7,749,503,517,289,27,19,43,26,2,8,1,1,13,840.611,311.789,151.822,377,13,814.189,139.503,294.367,380.319
9616,West Brom,2,2,Sunderland,57.8,42.2,5,2,10,7,628,543,439,323,18,29,15,42,6,3,0,3,14,800.516,150.159,222.913,427.444,14,793.68,148,353.78,291.9
9617,West Ham,0,1,Spurs,46.6,53.4,4,4,18,10,628,650,414,482,17,19,35,27,8,5,1,0,14,812.778,276.832,217.176,318.77,14,842.882,160,281.596,401.286
9613,Man Utd,1,2,Swansea,59.6,40.4,5,4,14,5,752,569,558,383,13,19,12,35,4,0,1,1,14,867.255,214,325.963,327.292,14,830.525,158.424,297.512,374.589
12494,Man Utd,3,1,Bournemouth,66.3,33.7,5,0,12,7,846,510,677,342,17,16,11,10,7,1,4,2,14,862.953,145.582,326.371,391,14,794.428,92.956,342.472,359
12485,Arsenal,4,0,Aston Villa,59.6,40.4,7,2,16,5,774,591,609,414,14,13,12,26,5,4,0,0,14,903.762,251.194,247.568,405,13,790.005,76,360.171,353.834
12486,Chelsea,1,1,Leicester,54,46,4,5,17,18,753,668,525,444,26,24,26,16,7,6,8,0,14,885.686,69.479,416.2,400.007,14,822.834,117,295.334,410.5
12487,Everton,3,0,Norwich,45.5,54.5,8,2,15,11,599,650,382,445,18,13,29,28,4,11,1,1,14,792.495,149.728,382.481,260.286,14,809.854,165.036,342.272,302.546
12488,Newcastle,5,1,Spurs,38.5,61.5,10,5,19,18,538,739,351,551,20,21,35,11,3,8,1,1,14,806.012,76,380.992,349.02,14,870.789,199.5,283.958,387.331
12489,Southampton,4,1,Crystal Palace,49.8,50.2,5,4,19,16,612,584,396,401,15,11,40,19,2,5,2,1,14,840.056,192.156,266.9,381,14,820.29,224,224.468,371.822
12490,Stoke,2,1,West Ham,46.7,53.3,4,8,7,20,542,599,355,401,28,10,27,19,4,10,6,2,14,843.247,218.716,242.975,381.556,14,838.788,229.744,231.344,377.7
12491,Swansea,1,1,Man City,50,50,1,5,4,18,676,672,494,496,13,17,27,16,4,4,2,2,13,818.864,81.006,375.858,362,13,893.735,146.4,341.335,406
12492,Watford,2,2,Sunderland,54.2,45.8,6,4,21,6,615,547,401,346,13,20,26,39,7,4,1,4,14,811.935,161.658,281.277,369,14,761.822,24.898,388.924,348
12493,West Brom,1,1,Liverpool,32.6,67.4,1,3,13,7,492,813,285,612,22,23,25,23,7,5,1,0,14,815.939,143.055,300.384,372.5,14,787.512,241.964,332.548,213
12482,Liverpool,1,1,Chelsea,55.3,44.7,9,7,28,13,768,666,546,446,25,23,19,21,7,3,1,2,14,875.002,329,155.718,390.284,14,891.731,72.042,496.689,323
12483,Norwich,4,2,Watford,55.6,44.4,6,7,18,12,716,586,495,399,8,29,19,13,5,1,5,3,14,814.389,207.2,240.189,367,14,813.8,153,364.8,296
12484,Sunderland,3,0,Everton,37.7,62.3,8,6,14,17,545,774,352,596,12,19,34,24,5,5,2,1,14,828.806,78,372.9,377.906,13,847.366,122,354.366,371
12481,West Ham,3,2,Man Utd,41.3,58.7,6,2,20,3,538,659,324,473,18,25,14,26,6,2,1,2,14,847.568,221.41,315.958,310.2,14,878.61,154,325.085,399.525
12478,Liverpool,2,0,Watford,66.1,33.9,5,3,19,14,756,487,563,271,22,17,24,25,8,8,2,1,14,821.473,171.336,342.621,307.516,14,814.11,171.174,344.936,298
12479,Man City,2,2,Arsenal,57.2,42.8,3,2,14,5,747,618,505,383,22,26,28,32,7,2,3,3,14,893.542,155.357,332.185,406,14,882.53,103.093,374.437,405
12480,Spurs,1,2,Southampton,69.8,30.2,6,2,20,10,803,461,586,257,14,26,25,45,10,2,1,4,13,877.175,184.182,286.993,406,14,840.444,153,306.444,381
12474,Leicester,3,1,Everton,41.3,58.7,8,5,31,9,562,700,340,504,17,24,19,19,12,4,2,1,14,825.279,154.067,277.548,393.664,14,840.1,207.9,265.2,367
12471,Aston Villa,0,0,Newcastle,45.9,54.1,0,3,2,9,625,693,409,455,21,17,32,33,0,5,1,1,12,805.671,76.671,300,429,14,820.194,95.226,441.968,283
12472,Bournemouth,1,1,West Brom,68.3,31.7,4,4,12,12,776,463,567,255,24,28,19,16,5,3,1,3,14,796.336,142.666,291.67,362,13,820.53,154.668,290.862,375
12473,Crystal Palace,2,1,Stoke,57.8,42.2,4,3,17,12,585,462,390,293,8,16,10,27,4,3,1,3,14,853.663,219,257.663,377,14,827,129.782,332.218,365
12476,Sunderland,3,2,Chelsea,31.4,68.6,4,8,14,9,450,821,287,652,15,15,9,23,3,3,6,1,14,826.666,78,380.055,368.611,14,914.923,99.874,401.781,413.268
12477,West Ham,1,4,Swansea,51.9,48.1,7,6,25,13,622,617,427,408,10,16,11,31,13,3,3,2,14,847.378,191.466,349.912,306,14,820.568,81.853,355.843,382.872
12475,Norwich,0,1,Man Utd,33.1,66.9,2,2,8,15,466,767,272,579,14,19,18,18,1,6,0,1,14,810.767,172.001,268.766,370,14,876.982,85,399.49,392.492
12470,Chelsea,2,2,Spurs,47.3,52.7,5,5,13,16,588,616,366,408,24,23,22,19,7,8,3,0,13,909.367,95.906,403.461,410,14,884.124,165,313.302,405.822
12468,Southampton,4,2,Man City,40.2,59.8,7,5,14,6,594,804,384,576,38,24,13,26,8,2,3,0,14,840.369,153,306.369,381,13,880.201,153,294.227,432.974
12467,Man Utd,1,1,Leicester,70.5,29.5,6,3,21,14,822,480,592,248,14,25,19,36,6,5,1,0,14,871.568,147.859,321.709,402,14,825.574,129.544,254.966,441.064
12469,Swansea,3,1,Liverpool,47.6,52.4,9,3,18,11,678,728,480,533,20,20,12,27,4,7,1,0,13,847.126,79,370.14,397.986,14,803.779,171.66,267.119,365
12461,Arsenal,1,0,Norwich,68.6,31.4,3,3,14,12,899,494,697,305,17,17,21,23,7,3,3,2,14,891.146,199.862,283.449,407.835,14,810.61,159.596,281.828,369.186
12462,Everton,2,1,Bournemouth,56.5,43.5,5,2,12,16,780,657,608,455,19,17,20,31,3,5,1,1,14,814.637,158.137,398.5,258,14,796.712,91.277,343.435,362
12463,Newcastle,1,0,Crystal Palace,49.5,50.5,4,3,10,9,612,617,394,399,27,18,31,21,4,8,0,1,14,820.111,84.903,452.208,283,14,833.812,148.134,308.678,377
12464,Stoke,1,1,Sunderland,53.6,46.4,3,5,11,14,567,483,369,306,15,15,28,15,2,8,1,1,14,825.711,113.213,344.198,368.3,14,820.345,78,373.345,369
12465,Watford,3,2,Aston Villa,64.7,35.3,6,2,18,7,778,527,588,332,14,17,14,32,8,4,1,3,13,812.468,169.458,376.7,266.31,13,800,139.728,158.272,502
12466,West Brom,0,3,West Ham,40.9,59.1,5,4,15,8,529,703,332,493,13,16,19,37,8,6,3,1,14,819.677,178.713,265.964,375,14,850.871,227.426,310.3,313.145
12460,Spurs,1,1,West Brom,66.5,33.5,2,3,18,16,755,456,537,260,19,20,35,26,9,7,1,1,14,884.523,242,236.523,406,12,825.803,156,301.803,368
12458,Leicester,4,0,Swansea,38.3,61.7,9,1,18,9,627,868,392,623,30,28,25,19,4,6,3,1,14,825.656,125.73,255.067,444.859,14,849.688,142.676,320.012,387
12459,Sunderland,0,0,Arsenal,29.8,70.2,3,7,12,20,463,859,268,659,13,6,33,21,7,7,5,4,13,828.443,78,381.443,369,14,891.43,163.471,317.959,410
12454,Aston Villa,2,4,Southampton,42,58,7,7,16,17,606,738,386,536,21,21,28,17,6,11,0,4,14,810.748,74.968,298.78,437,13,844.444,92.316,363.128,389
12455,Bournemouth,1,4,Chelsea,45.3,54.7,4,4,13,16,645,759,446,560,20,24,19,22,10,7,0,3,14,787.665,92.7,332.965,362,12,904.674,85,498.674,321
12456,Liverpool,2,2,Newcastle,67,33,4,3,13,6,841,547,609,296,24,31,21,47,5,4,3,1,14,835.393,256.484,223.514,355.395,14,817.255,113.333,420.922,283
12457,Man City,4,0,Stoke,53.2,46.8,6,2,11,14,654,622,501,446,16,18,12,17,9,4,1,2,14,891.473,158.776,310.097,422.6,13,832.332,152,232.332,448
12453,Arsenal,2,0,West Brom,71.4,28.6,7,1,16,8,915,434,723,274,12,17,15,12,2,6,3,0,14,890.142,166.128,314.014,410,14,828.056,192.5,263.056,372.5
12450,Liverpool,4,0,Everton,66.6,33.4,13,0,37,3,813,493,595,311,19,17,12,32,9,1,2,1,14,876.298,302.906,178.392,395,14,853.932,133.52,365.359,355.053
12451,Man Utd,2,0,Crystal Palace,66.3,33.7,10,0,16,5,826,542,633,321,29,23,14,20,10,2,3,1,14,880.904,122.754,353.15,405,14,826.764,77.165,379.599,370
12452,West Ham,3,1,Watford,46.2,53.8,7,4,18,7,597,634,376,438,18,25,13,16,4,2,2,2,14,852.892,219.959,321.108,311.825,14,820.257,89.856,359.401,371
12449,Newcastle,1,1,Man City,43.2,56.8,3,5,5,9,626,739,393,522,19,27,33,30,5,3,2,3,14,814.892,149.611,382.281,283,14,902.031,93.36,400.671,408
12448,Stoke,0,4,Spurs,51.2,48.8,2,6,12,23,617,622,410,396,25,24,24,24,5,3,0,1,13,850.344,195.5,272.844,382,14,884.749,236.841,241.908,406
12445,Arsenal,1,1,Crystal Palace,71.7,28.3,6,3,21,7,936,476,737,278,16,17,16,35,10,5,2,2,14,882.208,167.501,309.707,405,14,833.446,136.92,319.526,377
12446,Bournemouth,1,2,Liverpool,51.3,48.7,5,6,18,19,720,716,503,492,22,21,9,18,5,4,2,3,14,794.392,45.3,387.092,362,14,774.963,174.638,341.557,258.768
12447,Leicester,2,2,West Ham,43.5,56.5,2,4,6,19,511,616,332,407,14,12,33,18,0,5,2,0,14,834.105,153.968,270.537,409.6,14,848.8,152.1,385.7,311
12439,Chelsea,0,3,Man City,51.8,48.2,4,8,11,11,719,733,529,509,20,13,8,33,11,3,5,1,14,883.17,101.428,364.738,417.004,14,905.813,87.16,412.165,406.488
12440,Everton,1,1,Southampton,49.3,50.7,2,4,7,17,593,580,392,378,11,15,51,16,3,10,0,3,14,829.05,100.12,383.33,345.6,14,838.02,208.458,253.764,375.798
12441,Man Utd,1,0,Aston Villa,66.2,33.8,4,1,13,7,749,506,581,294,18,21,10,23,14,3,4,0,14,877.826,121.476,354.35,402,12,817,82.497,224,510.503
12442,Newcastle,3,0,Swansea,34.5,65.5,7,1,12,11,509,772,290,561,22,20,18,16,3,7,4,0,14,819.299,90.686,445.613,283,14,848.242,214.563,246.679,387
12444,West Brom,0,1,Watford,56.7,43.3,4,4,17,11,661,554,425,349,13,17,18,31,9,3,1,0,14,826.279,230.536,243.311,352.432,13,822.972,153,295.972,374
12443,Norwich,0,3,Sunderland,64,36,7,3,19,8,603,454,404,240,9,14,18,79,14,0,3,5,14,807.998,179.61,264.388,364,14,823.364,78,372.276,373.088
12438,Crystal Palace,0,0,Everton,56.9,43.1,7,5,19,9,747,610,510,399,23,16,30,46,10,7,0,0,14,834.835,167.826,290.009,377,14,861.802,204.68,251.579,405.543
12435,Liverpool,4,1,Stoke,52.9,47.1,6,3,14,11,672,613,485,429,18,19,16,20,6,3,1,3,14,846.299,202.4,249.899,394,14,831.312,248.192,141.12,442
12437,Spurs,3,0,Man Utd,47,53,8,1,16,5,635,657,395,442,27,24,31,21,2,7,3,3,14,884.704,241.098,237.606,406,14,869.036,34.5,487.772,346.764
12436,Sunderland,0,2,Leicester,44.8,55.2,1,7,15,16,619,661,339,408,35,24,66,36,1,7,2,1,14,825.012,78,378.012,369,14,836.432,154.067,300.365,382
12430,Man City,2,1,West Brom,62.1,37.9,4,2,13,13,737,514,548,316,11,21,27,24,8,8,3,1,14,897.531,141.36,348.302,407.869,13,818.6,170.075,278.525,370
12428,Aston Villa,1,2,Bournemouth,41.4,58.6,1,3,6,12,563,745,381,548,22,13,20,29,3,8,2,1,14,808.522,112.5,256.913,439.109,14,794.878,67.548,365.33,362
12429,Crystal Palace,1,0,Norwich,52,48,7,4,13,13,527,496,315,301,11,7,23,35,10,4,3,2,14,831.922,134.544,320.378,377,14,807.442,152.398,290.156,364.888
12431,Southampton,3,1,Newcastle,50.6,49.4,6,3,20,5,640,619,429,426,15,20,21,31,11,2,2,1,14,843.29,206.025,256.265,381,14,816.832,192.144,384,240.688
12432,Swansea,1,0,Chelsea,39.3,60.7,6,2,12,8,633,830,403,616,26,17,32,15,1,9,1,3,14,849.775,231,226.817,391.958,14,867.762,173.058,337.704,357
12433,Watford,1,1,Everton,41.9,58.1,4,7,13,12,509,651,326,455,19,14,19,26,7,6,3,3,14,819.121,179.832,270.289,369,14,872.991,139.76,337.406,395.825
12434,West Ham,3,3,Arsenal,39.3,60.7,7,6,19,11,562,769,355,566,19,18,27,17,7,4,2,1,12,852,192.5,311,348.5,14,874.362,179.108,298.254,397
12427,Man Utd,1,0,Everton,54.4,45.6,2,1,10,7,718,642,514,428,13,30,23,21,5,5,2,3,14,870,69,432.356,368.644,13,870.901,161.901,314,395
12426,Leicester,1,0,Southampton,46,54,4,2,11,10,575,650,364,407,22,20,41,38,7,8,2,2,14,837.383,154.133,301.25,382,14,846.811,170.553,254.258,422
12421,Liverpool,1,1,Spurs,42.2,57.8,7,5,15,18,604,772,367,520,29,17,28,28,12,9,0,1,14,875.025,238.48,241.545,395,13,877.223,240.306,234.917,402
12418,Arsenal,4,0,Watford,69,31,12,3,19,7,960,514,773,328,13,20,25,23,8,3,1,3,14,872.615,167.699,307.916,397,14,818.682,153.5,293.182,372
12420,Bournemouth,0,4,Man City,45.6,54.4,2,7,11,15,651,735,459,557,17,27,20,17,4,4,2,4,14,793.708,69,363.464,361.244,14,893.166,86.17,377.37,429.626
12422,Norwich,3,2,Newcastle,42.7,57.3,6,5,13,13,542,680,344,475,11,12,31,32,6,5,4,3,14,809.887,153.72,290.167,366,13,813.433,137.136,400.297,276
12423,Stoke,2,2,Swansea,47.2,52.8,5,3,12,12,626,678,449,490,16,12,21,23,5,5,5,1,13,827.366,239.966,225.4,362,14,846.322,231,228.322,387
12424,Sunderland,0,0,West Brom,56.8,43.2,6,0,22,3,620,498,395,305,16,13,38,29,9,3,5,0,12,828.22,78,381.22,369,14,823.515,152.937,300.578,370
12425,West Ham,2,2,Crystal Palace,66.6,33.4,6,5,18,12,701,426,499,227,12,18,27,22,4,5,2,5,14,850.566,228.899,310.667,311,13,827.867,125.481,325.386,377
12419,Aston Villa,0,4,Chelsea,41.7,58.3,4,8,15,11,603,801,411,604,23,21,12,20,7,2,0,3,14,817.662,149,277.23,391.432,14,861.906,121,333.226,407.68
12414,Man City,0,1,Man Utd,54.5,45.5,3,4,26,5,711,590,454,398,21,26,29,23,11,5,2,1,14,895.581,120.88,409.867,364.834,14,874.539,69,403.866,401.673
12417,Spurs,3,0,Bournemouth,62.8,37.2,8,0,17,2,784,566,601,338,20,20,25,29,4,5,3,5,14,878.277,235.147,241.13,402,14,795.724,71,363.724,361
12415,Newcastle,1,1,Sunderland,59.9,40.1,8,4,17,14,661,510,434,299,24,25,31,34,2,5,1,1,14,827.468,184.648,367.067,275.753,14,824.227,78,377.794,368.433
12416,Southampton,3,2,Liverpool,49.2,50.8,5,8,16,17,680,667,466,485,18,11,31,24,3,5,3,2,14,838.466,192,265.466,381,14,863.905,322.334,150.571,391
12411,Swansea,1,0,Aston Villa,53.8,46.2,1,2,10,12,725,629,466,387,19,27,49,23,4,6,3,0,14,828.781,231,216.623,381.158,13,815.492,162.172,281.32,372
12408,Chelsea,2,2,West Ham,59.4,40.6,5,6,22,13,743,563,534,364,18,20,18,27,10,9,1,2,14,896.562,154.64,327.922,414,14,851.143,222.557,317.586,311
12409,Crystal Palace,0,1,Leicester,55.9,44.1,4,3,13,8,672,581,428,346,15,28,26,44,10,7,0,0,14,837.634,47.662,413.472,376.5,14,838.774,154.532,299.206,385.036
